id,year,State,Unit,Value
1,16/12/2018,New South Wales,$/MWh),100
2,19/02/2017,New South Wales,$/MWh),100
3,23/04/2017,New South Wales,$/MWh),100
4,23/07/2017,New South Wales,$/MWh),100
5,30/07/2017,New South Wales,$/MWh),101
6,15/09/2019,New South Wales,$/MWh),102
7,15/12/2013,New South Wales,$/MWh),102
8,16/04/2017,New South Wales,$/MWh),102
9,17/06/2018,New South Wales,$/MWh),102
10,19/08/2018,New South Wales,$/MWh),103
11,30/04/2017,New South Wales,$/MWh),106
12,14/10/2018,New South Wales,$/MWh),108
13,15/11/2020,New South Wales,$/MWh),110
14,20/08/2017,New South Wales,$/MWh),110
15,26/03/2017,New South Wales,$/MWh),110
16,29/09/2019,New South Wales,$/MWh),110
17,12/2/2017,New South Wales,$/MWh),111
18,3/2/2019,New South Wales,$/MWh),112
19,6/10/2019,New South Wales,$/MWh),113
20,2/4/2017,New South Wales,$/MWh),114
21,27/10/2019,New South Wales,$/MWh),114
22,3/7/2016,New South Wales,$/MWh),115
23,9/4/2017,New South Wales,$/MWh),115
24,29/01/2017,New South Wales,$/MWh),116
25,22/09/2019,New South Wales,$/MWh),119
26,26/08/2018,New South Wales,$/MWh),119
27,27/08/2017,New South Wales,$/MWh),119
28,20/06/2021,New South Wales,$/MWh),120
29,25/08/2019,New South Wales,$/MWh),121
30,20/01/2019,New South Wales,$/MWh),122
31,26/06/2016,New South Wales,$/MWh),126
32,19/03/2017,New South Wales,$/MWh),127
33,20/09/2015,New South Wales,$/MWh),128
34,2/9/2018,New South Wales,$/MWh),131
35,2/6/2019,New South Wales,$/MWh),139
36,29/05/2016,New South Wales,$/MWh),145
37,13/01/2019,New South Wales,$/MWh),147
38,13/11/2016,New South Wales,$/MWh),150
39,17/01/2010,New South Wales,$/MWh),154
40,22/11/2009,New South Wales,$/MWh),156
41,23/05/2021,New South Wales,$/MWh),159
42,3/6/2018,New South Wales,$/MWh),160
43,27/01/2019,New South Wales,$/MWh),165
44,13/12/2009,New South Wales,$/MWh),198
45,21/12/2008,New South Wales,$/MWh),20
46,13/12/2020,New South Wales,$/MWh),205
47,13/06/2021,New South Wales,$/MWh),209
48,19/12/2010,New South Wales,$/MWh),21
49,16/05/2021,New South Wales,$/MWh),215
50,24/10/2010,New South Wales,$/MWh),22
51,31/10/2010,New South Wales,$/MWh),22
52,7/3/2010,New South Wales,$/MWh),22
53,8/1/2012,New South Wales,$/MWh),22
54,1/3/2009,New South Wales,$/MWh),23
55,10/10/2010,New South Wales,$/MWh),23
56,12/12/2010,New South Wales,$/MWh),23
57,14/11/2010,New South Wales,$/MWh),23
58,14/12/2008,New South Wales,$/MWh),23
59,16/08/2009,New South Wales,$/MWh),23
60,25/04/2010,New South Wales,$/MWh),23
61,28/02/2010,New South Wales,$/MWh),23
62,28/11/2010,New South Wales,$/MWh),23
63,3/10/2010,New South Wales,$/MWh),23
64,4/3/2012,New South Wales,$/MWh),23
65,4/4/2010,New South Wales,$/MWh),23
66,8/3/2009,New South Wales,$/MWh),23
67,30/05/2021,New South Wales,$/MWh),230
68,11/7/2010,New South Wales,$/MWh),24
69,12/9/2010,New South Wales,$/MWh),24
70,17/10/2010,New South Wales,$/MWh),24
71,18/04/2010,New South Wales,$/MWh),24
72,19/09/2010,New South Wales,$/MWh),24
73,2/5/2010,New South Wales,$/MWh),24
74,21/11/2010,New South Wales,$/MWh),24
75,25/12/2011,New South Wales,$/MWh),24
76,26/12/2010,New South Wales,$/MWh),24
77,27/12/2009,New South Wales,$/MWh),24
78,28/03/2010,New South Wales,$/MWh),24
79,28/12/2008,New South Wales,$/MWh),24
80,29/11/2009,New South Wales,$/MWh),24
81,30/08/2009,New South Wales,$/MWh),24
82,5/12/2010,New South Wales,$/MWh),24
83,7/11/2010,New South Wales,$/MWh),24
84,6/6/2021,New South Wales,$/MWh),249
85,13/06/2010,New South Wales,$/MWh),25
86,15/01/2012,New South Wales,$/MWh),25
87,15/02/2009,New South Wales,$/MWh),25
88,15/08/2010,New South Wales,$/MWh),25
89,20/09/2009,New South Wales,$/MWh),25
90,22/03/2009,New South Wales,$/MWh),25
91,23/08/2009,New South Wales,$/MWh),25
92,24/04/2011,New South Wales,$/MWh),25
93,26/09/2010,New South Wales,$/MWh),25
94,27/03/2011,New South Wales,$/MWh),25
95,29/08/2010,New South Wales,$/MWh),25
96,5/9/2010,New South Wales,$/MWh),25
97,7/12/2008,New South Wales,$/MWh),25
98,9/8/2009,New South Wales,$/MWh),25
99,1/1/2012,New South Wales,$/MWh),26
100,11/12/2011,New South Wales,$/MWh),26
101,12/2/2012,New South Wales,$/MWh),26
102,13/09/2009,New South Wales,$/MWh),26
103,14/02/2010,New South Wales,$/MWh),26
104,15/03/2015,New South Wales,$/MWh),26
105,17/04/2011,New South Wales,$/MWh),26
106,18/03/2012,New South Wales,$/MWh),26
107,19/07/2009,New South Wales,$/MWh),26
108,20/12/2009,New South Wales,$/MWh),26
109,21/06/2009,New South Wales,$/MWh),26
110,23/11/2008,New South Wales,$/MWh),26
111,26/02/2012,New South Wales,$/MWh),26
112,26/06/2011,New South Wales,$/MWh),26
113,11/10/2009,New South Wales,$/MWh),27
114,13/03/2011,New South Wales,$/MWh),27
115,16/01/2011,New South Wales,$/MWh),27
116,16/11/2008,New South Wales,$/MWh),27
117,18/10/2009,New South Wales,$/MWh),27
118,18/12/2011,New South Wales,$/MWh),27
119,19/06/2011,New South Wales,$/MWh),27
120,2/8/2009,New South Wales,$/MWh),27
121,20/03/2011,New South Wales,$/MWh),27
122,22/01/2012,New South Wales,$/MWh),27
123,22/02/2009,New South Wales,$/MWh),27
124,22/08/2010,New South Wales,$/MWh),27
125,25/01/2015,New South Wales,$/MWh),27
126,25/03/2012,New South Wales,$/MWh),27
127,25/10/2009,New South Wales,$/MWh),27
128,29/05/2011,New South Wales,$/MWh),27
129,3/4/2011,New South Wales,$/MWh),27
130,4/12/2011,New South Wales,$/MWh),27
131,5/2/2012,New South Wales,$/MWh),27
132,6/3/2011,New South Wales,$/MWh),27
133,10/4/2011,New South Wales,$/MWh),28
134,11/3/2012,New South Wales,$/MWh),28
135,13/05/2012,New South Wales,$/MWh),28
136,14/03/2010,New South Wales,$/MWh),28
137,14/06/2009,New South Wales,$/MWh),28
138,16/10/2011,New South Wales,$/MWh),28
139,2/1/2011,New South Wales,$/MWh),28
140,20/06/2010,New South Wales,$/MWh),28
141,21/08/2011,New South Wales,$/MWh),28
142,21/12/2014,New South Wales,$/MWh),28
143,23/05/2010,New South Wales,$/MWh),28
144,25/07/2010,New South Wales,$/MWh),28
145,26/07/2009,New South Wales,$/MWh),28
146,27/09/2009,New South Wales,$/MWh),28
147,3/1/2010,New South Wales,$/MWh),28
148,3/7/2011,New South Wales,$/MWh),28
149,30/10/2011,New South Wales,$/MWh),28
150,30/11/2008,New South Wales,$/MWh),28
151,4/7/2010,New South Wales,$/MWh),28
152,4/9/2011,New South Wales,$/MWh),28
153,6/5/2012,New South Wales,$/MWh),28
154,6/9/2009,New South Wales,$/MWh),28
155,8/11/2009,New South Wales,$/MWh),28
156,8/5/2011,New South Wales,$/MWh),28
157,26/10/2008,New South Wales,$/MWh),286
158,1/5/2011,New South Wales,$/MWh),29
159,12/6/2011,New South Wales,$/MWh),29
160,13/07/2008,New South Wales,$/MWh),29
161,18/09/2011,New South Wales,$/MWh),29
162,19/02/2012,New South Wales,$/MWh),29
163,20/05/2012,New South Wales,$/MWh),29
164,23/10/2011,New South Wales,$/MWh),29
165,25/09/2011,New South Wales,$/MWh),29
166,27/02/2011,New South Wales,$/MWh),29
167,27/05/2012,New South Wales,$/MWh),29
168,27/07/2014,New South Wales,$/MWh),29
169,29/01/2012,New South Wales,$/MWh),29
170,31/07/2011,New South Wales,$/MWh),29
171,5/4/2009,New South Wales,$/MWh),29
172,9/10/2011,New South Wales,$/MWh),29
173,6/12/2009,New South Wales,$/MWh),296
174,1/2/2015,New South Wales,$/MWh),30
175,15/05/2011,New South Wales,$/MWh),30
176,17/05/2009,New South Wales,$/MWh),30
177,17/07/2011,New South Wales,$/MWh),30
178,2/10/2011,New South Wales,$/MWh),30
179,24/01/2010,New South Wales,$/MWh),30
180,24/05/2009,New South Wales,$/MWh),30
181,28/06/2009,New South Wales,$/MWh),30
182,28/08/2011,New South Wales,$/MWh),30
183,28/09/2014,New South Wales,$/MWh),30
184,5/4/2015,New South Wales,$/MWh),30
185,5/6/2011,New South Wales,$/MWh),30
186,1/8/2010,New South Wales,$/MWh),31
187,10/5/2009,New South Wales,$/MWh),31
188,11/9/2011,New South Wales,$/MWh),31
189,12/7/2009,New South Wales,$/MWh),31
190,14/08/2011,New South Wales,$/MWh),31
191,14/12/2014,New South Wales,$/MWh),31
192,18/07/2010,New South Wales,$/MWh),31
193,19/10/2014,New South Wales,$/MWh),31
194,2/11/2014,New South Wales,$/MWh),31
195,22/05/2011,New South Wales,$/MWh),31
196,29/06/2008,New South Wales,$/MWh),31
197,3/5/2015,New South Wales,$/MWh),31
198,30/05/2010,New South Wales,$/MWh),31
199,6/2/2011,New South Wales,$/MWh),31
200,8/4/2012,New South Wales,$/MWh),31
201,9/11/2014,New South Wales,$/MWh),31
202,15/11/2009,New South Wales,$/MWh),315
203,29/12/2019,New South Wales,$/MWh),319
204,1/4/2012,New South Wales,$/MWh),32
205,11/1/2015,New South Wales,$/MWh),32
206,12/4/2009,New South Wales,$/MWh),32
207,14/09/2008,New South Wales,$/MWh),32
208,15/03/2009,New South Wales,$/MWh),32
209,16/05/2010,New South Wales,$/MWh),32
210,20/11/2011,New South Wales,$/MWh),32
211,22/03/2015,New South Wales,$/MWh),32
212,26/10/2014,New South Wales,$/MWh),32
213,4/10/2009,New South Wales,$/MWh),32
214,5/10/2014,New South Wales,$/MWh),32
215,6/6/2010,New South Wales,$/MWh),32
216,8/3/2015,New South Wales,$/MWh),32
217,9/5/2010,New South Wales,$/MWh),32
218,11/4/2010,New South Wales,$/MWh),33
219,12/10/2014,New South Wales,$/MWh),33
220,21/06/2015,New South Wales,$/MWh),33
221,24/07/2011,New South Wales,$/MWh),33
222,29/04/2012,New South Wales,$/MWh),33
223,3/5/2009,New South Wales,$/MWh),33
224,31/01/2016,New South Wales,$/MWh),33
225,7/12/2014,New South Wales,$/MWh),33
226,9/11/2008,New South Wales,$/MWh),33
227,1/11/2015,New South Wales,$/MWh),34
228,10/8/2014,New South Wales,$/MWh),34
229,13/02/2011,New South Wales,$/MWh),34
230,18/01/2015,New South Wales,$/MWh),34
231,19/04/2015,New South Wales,$/MWh),34
232,20/02/2011,New South Wales,$/MWh),34
233,21/02/2021,New South Wales,$/MWh),34
234,21/03/2010,New South Wales,$/MWh),34
235,21/09/2014,New South Wales,$/MWh),34
236,22/04/2012,New South Wales,$/MWh),34
237,24/01/2016,New South Wales,$/MWh),34
238,26/04/2020,New South Wales,$/MWh),34
239,27/12/2020,New South Wales,$/MWh),34
240,28/02/2021,New South Wales,$/MWh),34
241,3/6/2012,New South Wales,$/MWh),34
242,30/11/2014,New South Wales,$/MWh),34
243,5/10/2008,New South Wales,$/MWh),34
244,6/7/2008,New South Wales,$/MWh),34
245,7/8/2011,New South Wales,$/MWh),34
246,1/3/2015,New South Wales,$/MWh),35
247,14/03/2021,New South Wales,$/MWh),35
248,17/05/2015,New South Wales,$/MWh),35
249,17/08/2014,New South Wales,$/MWh),35
250,22/02/2015,New South Wales,$/MWh),35
251,23/08/2015,New South Wales,$/MWh),35
252,23/11/2014,New South Wales,$/MWh),35
253,25/10/2015,New South Wales,$/MWh),35
254,27/03/2016,New South Wales,$/MWh),35
255,27/11/2011,New South Wales,$/MWh),35
256,28/09/2008,New South Wales,$/MWh),35
257,29/03/2015,New South Wales,$/MWh),35
258,3/1/2021,New South Wales,$/MWh),35
259,31/01/2021,New South Wales,$/MWh),35
260,7/2/2021,New South Wales,$/MWh),35
261,10/5/2015,New South Wales,$/MWh),36
262,13/11/2011,New South Wales,$/MWh),36
263,14/06/2015,New South Wales,$/MWh),36
264,16/08/2015,New South Wales,$/MWh),36
265,19/04/2009,New South Wales,$/MWh),36
266,28/03/2021,New South Wales,$/MWh),36
267,28/06/2015,New South Wales,$/MWh),36
268,3/1/2016,New South Wales,$/MWh),36
269,3/8/2014,New South Wales,$/MWh),36
270,31/05/2009,New South Wales,$/MWh),36
271,5/7/2015,New South Wales,$/MWh),36
272,7/6/2015,New South Wales,$/MWh),36
273,8/11/2015,New South Wales,$/MWh),36
274,8/2/2015,New South Wales,$/MWh),36
275,9/1/2011,New South Wales,$/MWh),36
276,10/7/2011,New South Wales,$/MWh),37
277,14/02/2021,New South Wales,$/MWh),37
278,15/02/2015,New South Wales,$/MWh),37
279,15/06/2008,New South Wales,$/MWh),37
280,20/07/2014,New South Wales,$/MWh),37
281,26/07/2015,New South Wales,$/MWh),37
282,7/9/2008,New South Wales,$/MWh),37
283,9/8/2015,New South Wales,$/MWh),37
284,14/08/2016,New South Wales,$/MWh),38
285,17/06/2012,New South Wales,$/MWh),38
286,19/04/2020,New South Wales,$/MWh),38
287,19/07/2015,New South Wales,$/MWh),38
288,19/10/2008,New South Wales,$/MWh),38
289,24/08/2008,New South Wales,$/MWh),38
290,28/06/2020,New South Wales,$/MWh),38
291,3/5/2020,New South Wales,$/MWh),38
292,4/1/2009,New South Wales,$/MWh),38
293,4/10/2015,New South Wales,$/MWh),38
294,7/2/2016,New South Wales,$/MWh),38
295,10/6/2012,New South Wales,$/MWh),39
296,11/10/2015,New South Wales,$/MWh),39
297,14/02/2016,New South Wales,$/MWh),39
298,15/04/2012,New South Wales,$/MWh),39
299,17/01/2021,New South Wales,$/MWh),39
300,20/09/2020,New South Wales,$/MWh),39
301,21/09/2008,New South Wales,$/MWh),39
302,24/05/2015,New South Wales,$/MWh),39
303,24/06/2012,New South Wales,$/MWh),39
304,27/07/2008,New South Wales,$/MWh),39
305,29/03/2009,New South Wales,$/MWh),39
306,4/9/2016,New South Wales,$/MWh),39
307,6/9/2020,New South Wales,$/MWh),39
308,7/3/2021,New South Wales,$/MWh),39
309,26/01/2020,New South Wales,$/MWh),399
310,12/10/2008,New South Wales,$/MWh),40
311,14/06/2020,New South Wales,$/MWh),40
312,18/10/2015,New South Wales,$/MWh),40
313,27/09/2015,New South Wales,$/MWh),40
314,4/4/2021,New South Wales,$/MWh),40
315,12/4/2020,New South Wales,$/MWh),41
316,13/09/2015,New South Wales,$/MWh),41
317,13/09/2020,New South Wales,$/MWh),41
318,17/08/2008,New South Wales,$/MWh),41
319,2/11/2008,New South Wales,$/MWh),41
320,2/8/2015,New South Wales,$/MWh),41
321,24/01/2021,New South Wales,$/MWh),41
322,24/07/2016,New South Wales,$/MWh),41
323,29/11/2015,New South Wales,$/MWh),41
324,3/8/2008,New South Wales,$/MWh),41
325,31/08/2008,New South Wales,$/MWh),41
326,6/12/2015,New South Wales,$/MWh),41
327,6/9/2015,New South Wales,$/MWh),41
328,7/8/2016,New South Wales,$/MWh),41
329,8/6/2008,New South Wales,$/MWh),41
330,10/5/2020,New South Wales,$/MWh),42
331,14/09/2014,New South Wales,$/MWh),42
332,20/12/2020,New South Wales,$/MWh),42
333,8/3/2020,New South Wales,$/MWh),42
334,2/10/2016,New South Wales,$/MWh),43
335,21/06/2020,New South Wales,$/MWh),43
336,24/08/2014,New South Wales,$/MWh),43
337,25/09/2016,New South Wales,$/MWh),43
338,31/05/2015,New South Wales,$/MWh),43
339,5/4/2020,New South Wales,$/MWh),43
340,6/12/2020,New South Wales,$/MWh),43
341,12/4/2015,New South Wales,$/MWh),44
342,13/07/2014,New South Wales,$/MWh),44
343,17/07/2016,New South Wales,$/MWh),44
344,22/06/2008,New South Wales,$/MWh),44
345,27/09/2020,New South Wales,$/MWh),44
346,28/02/2016,New South Wales,$/MWh),44
347,30/08/2015,New South Wales,$/MWh),44
348,4/1/2015,New South Wales,$/MWh),44
349,7/9/2014,New South Wales,$/MWh),44
350,2/8/2020,New South Wales,$/MWh),45
351,20/12/2015,New South Wales,$/MWh),45
352,22/03/2020,New South Wales,$/MWh),45
353,30/08/2020,New South Wales,$/MWh),45
354,15/03/2020,New South Wales,$/MWh),46
355,16/11/2014,New South Wales,$/MWh),46
356,18/01/2009,New South Wales,$/MWh),46
357,20/03/2016,New South Wales,$/MWh),46
358,27/12/2015,New South Wales,$/MWh),46
359,31/05/2020,New South Wales,$/MWh),46
360,11/4/2021,New South Wales,$/MWh),47
361,11/9/2016,New South Wales,$/MWh),47
362,13/03/2016,New South Wales,$/MWh),47
363,16/08/2020,New South Wales,$/MWh),47
364,17/01/2016,New South Wales,$/MWh),47
365,18/12/2016,New South Wales,$/MWh),47
366,2/2/2020,New South Wales,$/MWh),47
367,22/11/2015,New South Wales,$/MWh),47
368,22/12/2019,New South Wales,$/MWh),47
369,24/05/2020,New South Wales,$/MWh),47
370,26/04/2009,New South Wales,$/MWh),47
371,26/04/2015,New South Wales,$/MWh),47
372,26/07/2020,New South Wales,$/MWh),47
373,5/7/2020,New South Wales,$/MWh),47
374,6/7/2014,New South Wales,$/MWh),47
375,12/1/2020,New South Wales,$/MWh),48
376,13/04/2014,New South Wales,$/MWh),48
377,2/3/2014,New South Wales,$/MWh),48
378,20/04/2014,New South Wales,$/MWh),48
379,22/06/2014,New South Wales,$/MWh),48
380,23/12/2012,New South Wales,$/MWh),48
381,28/08/2016,New South Wales,$/MWh),48
382,31/08/2014,New South Wales,$/MWh),48
383,5/7/2009,New South Wales,$/MWh),48
384,8/11/2020,New South Wales,$/MWh),48
385,23/03/2014,New South Wales,$/MWh),49
386,25/05/2014,New South Wales,$/MWh),49
387,30/12/2012,New South Wales,$/MWh),49
388,9/3/2014,New South Wales,$/MWh),49
389,9/8/2020,New South Wales,$/MWh),49
390,10/1/2021,New South Wales,$/MWh),50
391,10/11/2013,New South Wales,$/MWh),50
392,11/10/2020,New South Wales,$/MWh),50
393,11/5/2014,New South Wales,$/MWh),50
394,16/02/2014,New South Wales,$/MWh),50
395,16/03/2014,New South Wales,$/MWh),50
396,16/12/2012,New South Wales,$/MWh),50
397,17/05/2020,New South Wales,$/MWh),50
398,19/01/2014,New South Wales,$/MWh),50
399,2/2/2014,New South Wales,$/MWh),50
400,20/01/2013,New South Wales,$/MWh),50
401,21/02/2016,New South Wales,$/MWh),50
402,21/03/2021,New South Wales,$/MWh),50
403,23/02/2014,New South Wales,$/MWh),50
404,25/12/2016,New South Wales,$/MWh),50
405,26/01/2014,New South Wales,$/MWh),50
406,27/01/2013,New South Wales,$/MWh),50
407,27/04/2014,New South Wales,$/MWh),50
408,29/12/2013,New South Wales,$/MWh),50
409,3/11/2013,New South Wales,$/MWh),50
410,30/03/2014,New South Wales,$/MWh),50
411,5/1/2014,New South Wales,$/MWh),50
412,6/4/2014,New South Wales,$/MWh),50
413,8/6/2014,New South Wales,$/MWh),50
414,1/12/2013,New South Wales,$/MWh),51
415,1/12/2019,New South Wales,$/MWh),51
416,1/6/2014,New South Wales,$/MWh),51
417,10/8/2008,New South Wales,$/MWh),51
418,12/7/2015,New South Wales,$/MWh),51
419,13/10/2013,New South Wales,$/MWh),51
420,15/06/2014,New South Wales,$/MWh),51
421,17/03/2013,New South Wales,$/MWh),51
422,17/11/2013,New South Wales,$/MWh),51
423,18/09/2016,New South Wales,$/MWh),51
424,2/6/2013,New South Wales,$/MWh),51
425,23/02/2020,New South Wales,$/MWh),51
426,24/11/2013,New South Wales,$/MWh),51
427,27/10/2013,New South Wales,$/MWh),51
428,3/2/2013,New South Wales,$/MWh),51
429,31/03/2013,New South Wales,$/MWh),51
430,5/1/2020,New South Wales,$/MWh),51
431,9/12/2012,New South Wales,$/MWh),51
432,10/1/2010,New South Wales,$/MWh),52
433,11/12/2016,New South Wales,$/MWh),52
434,11/8/2013,New South Wales,$/MWh),52
435,12/7/2020,New South Wales,$/MWh),52
436,17/02/2013,New South Wales,$/MWh),52
437,18/11/2012,New South Wales,$/MWh),52
438,2/12/2012,New South Wales,$/MWh),52
439,22/12/2013,New South Wales,$/MWh),52
440,23/09/2012,New South Wales,$/MWh),52
441,25/10/2020,New South Wales,$/MWh),52
442,26/05/2013,New South Wales,$/MWh),52
443,29/09/2013,New South Wales,$/MWh),52
444,6/1/2013,New South Wales,$/MWh),52
445,6/10/2013,New South Wales,$/MWh),52
446,8/12/2013,New South Wales,$/MWh),52
447,8/9/2013,New South Wales,$/MWh),52
448,9/6/2013,New South Wales,$/MWh),52
449,1/11/2020,New South Wales,$/MWh),53
450,1/3/2020,New South Wales,$/MWh),53
451,1/9/2013,New South Wales,$/MWh),53
452,10/2/2013,New South Wales,$/MWh),53
453,11/11/2012,New South Wales,$/MWh),53
454,2/9/2012,New South Wales,$/MWh),53
455,20/10/2013,New South Wales,$/MWh),53
456,20/11/2016,New South Wales,$/MWh),53
457,21/04/2013,New South Wales,$/MWh),53
458,21/10/2012,New South Wales,$/MWh),53
459,22/09/2013,New South Wales,$/MWh),53
460,24/03/2013,New South Wales,$/MWh),53
461,27/06/2010,New South Wales,$/MWh),53
462,28/12/2014,New South Wales,$/MWh),53
463,29/03/2020,New South Wales,$/MWh),53
464,29/06/2014,New South Wales,$/MWh),53
465,4/11/2012,New South Wales,$/MWh),53
466,8/2/2009,New South Wales,$/MWh),53
467,9/2/2014,New South Wales,$/MWh),53
468,5/2/2017,New South Wales,$/MWh),533
469,10/3/2013,New South Wales,$/MWh),54
470,13/01/2013,New South Wales,$/MWh),54
471,14/07/2013,New South Wales,$/MWh),54
472,16/09/2012,New South Wales,$/MWh),54
473,26/08/2012,New South Wales,$/MWh),54
474,3/3/2013,New South Wales,$/MWh),54
475,30/09/2012,New South Wales,$/MWh),54
476,31/07/2016,New South Wales,$/MWh),54
477,4/5/2014,New South Wales,$/MWh),54
478,4/8/2013,New South Wales,$/MWh),54
479,6/3/2016,New South Wales,$/MWh),54
480,9/9/2012,New South Wales,$/MWh),54
481,1/5/2016,New South Wales,$/MWh),55
482,12/5/2013,New South Wales,$/MWh),55
483,13/12/2015,New South Wales,$/MWh),55
484,15/09/2013,New South Wales,$/MWh),55
485,18/05/2014,New South Wales,$/MWh),55
486,25/08/2013,New South Wales,$/MWh),55
487,28/07/2013,New South Wales,$/MWh),55
488,29/11/2020,New South Wales,$/MWh),55
489,30/06/2013,New South Wales,$/MWh),55
490,7/4/2013,New South Wales,$/MWh),55
491,15/12/2019,New South Wales,$/MWh),56
492,19/08/2012,New South Wales,$/MWh),56
493,2/5/2021,New South Wales,$/MWh),56
494,24/02/2013,New South Wales,$/MWh),56
495,28/10/2012,New South Wales,$/MWh),56
496,12/8/2012,New South Wales,$/MWh),57
497,14/04/2013,New South Wales,$/MWh),57
498,18/08/2013,New South Wales,$/MWh),57
499,19/05/2013,New South Wales,$/MWh),57
500,28/04/2013,New South Wales,$/MWh),57
501,5/5/2013,New South Wales,$/MWh),57
502,8/12/2019,New South Wales,$/MWh),57
503,6/11/2011,New South Wales,$/MWh),58
504,14/10/2012,New South Wales,$/MWh),59
505,16/10/2016,New South Wales,$/MWh),59
506,17/04/2016,New South Wales,$/MWh),59
507,30/10/2016,New South Wales,$/MWh),59
508,9/2/2020,New South Wales,$/MWh),59
509,16/02/2020,New South Wales,$/MWh),60
510,19/07/2020,New South Wales,$/MWh),60
511,5/8/2012,New South Wales,$/MWh),60
512,4/12/2016,New South Wales,$/MWh),61
513,8/5/2016,New South Wales,$/MWh),61
514,15/07/2012,New South Wales,$/MWh),62
515,21/07/2013,New South Wales,$/MWh),62
516,9/10/2016,New South Wales,$/MWh),62
517,30/01/2011,New South Wales,$/MWh),627
518,12/1/2014,New South Wales,$/MWh),63
519,16/06/2013,New South Wales,$/MWh),63
520,18/08/2019,New South Wales,$/MWh),63
521,29/04/2018,New South Wales,$/MWh),63
522,7/10/2012,New South Wales,$/MWh),63
523,9/5/2021,New South Wales,$/MWh),63
524,21/04/2019,New South Wales,$/MWh),64
525,23/06/2013,New South Wales,$/MWh),64
526,5/3/2017,New South Wales,$/MWh),64
527,7/7/2013,New South Wales,$/MWh),64
528,15/05/2016,New South Wales,$/MWh),65
529,21/02/2010,New South Wales,$/MWh),65
530,24/11/2019,New South Wales,$/MWh),65
531,4/3/2018,New South Wales,$/MWh),65
532,7/6/2009,New South Wales,$/MWh),65
533,23/10/2016,New South Wales,$/MWh),66
534,10/7/2016,New South Wales,$/MWh),67
535,25/03/2018,New South Wales,$/MWh),67
536,29/07/2012,New South Wales,$/MWh),67
537,8/7/2012,New South Wales,$/MWh),67
538,1/7/2018,New South Wales,$/MWh),68
539,11/3/2018,New South Wales,$/MWh),68
540,18/03/2018,New South Wales,$/MWh),68
541,22/07/2012,New South Wales,$/MWh),68
542,25/01/2009,New South Wales,$/MWh),68
543,3/4/2016,New South Wales,$/MWh),68
544,4/10/2020,New South Wales,$/MWh),68
545,6/5/2018,New South Wales,$/MWh),68
546,17/11/2019,New South Wales,$/MWh),69
547,21/07/2019,New South Wales,$/MWh),69
548,21/08/2016,New South Wales,$/MWh),69
549,22/11/2020,New South Wales,$/MWh),69
550,31/12/2017,New South Wales,$/MWh),69
551,8/8/2010,New South Wales,$/MWh),69
552,14/01/2018,New South Wales,$/MWh),70
553,3/11/2019,New South Wales,$/MWh),70
554,1/11/2009,New South Wales,$/MWh),71
555,24/12/2017,New South Wales,$/MWh),71
556,25/02/2018,New South Wales,$/MWh),71
557,27/11/2016,New South Wales,$/MWh),71
558,30/06/2019,New South Wales,$/MWh),71
559,12/11/2017,New South Wales,$/MWh),72
560,23/06/2019,New South Wales,$/MWh),72
561,23/08/2020,New South Wales,$/MWh),73
562,29/07/2018,New South Wales,$/MWh),73
563,10/11/2019,New South Wales,$/MWh),74
564,14/07/2019,New South Wales,$/MWh),74
565,18/02/2018,New South Wales,$/MWh),74
566,18/06/2017,New South Wales,$/MWh),74
567,22/04/2018,New South Wales,$/MWh),74
568,22/05/2016,New South Wales,$/MWh),74
569,28/07/2019,New South Wales,$/MWh),74
570,5/11/2017,New South Wales,$/MWh),74
571,1/7/2012,New South Wales,$/MWh),75
572,25/11/2012,New South Wales,$/MWh),75
573,28/04/2019,New South Wales,$/MWh),75
574,3/12/2017,New South Wales,$/MWh),75
575,31/01/2010,New South Wales,$/MWh),75
576,1/1/2017,New South Wales,$/MWh),76
577,22/01/2017,New South Wales,$/MWh),76
578,23/01/2011,New South Wales,$/MWh),76
579,24/04/2016,New South Wales,$/MWh),76
580,25/04/2021,New South Wales,$/MWh),76
581,4/2/2018,New South Wales,$/MWh),76
582,1/2/2009,New South Wales,$/MWh),77
583,10/4/2016,New South Wales,$/MWh),77
584,15/04/2018,New South Wales,$/MWh),77
585,2/12/2018,New South Wales,$/MWh),77
586,23/12/2018,New South Wales,$/MWh),77
587,28/01/2018,New South Wales,$/MWh),77
588,29/10/2017,New South Wales,$/MWh),77
589,7/6/2020,New South Wales,$/MWh),77
590,8/4/2018,New South Wales,$/MWh),77
591,1/10/2017,New South Wales,$/MWh),78
592,10/6/2018,New South Wales,$/MWh),78
593,21/05/2017,New South Wales,$/MWh),78
594,24/02/2019,New South Wales,$/MWh),78
595,24/09/2017,New South Wales,$/MWh),78
596,27/06/2021,New South Wales,$/MWh),78
597,11/2/2018,New South Wales,$/MWh),79
598,15/10/2017,New South Wales,$/MWh),79
599,18/11/2018,New South Wales,$/MWh),79
600,22/07/2018,New South Wales,$/MWh),79
601,26/02/2017,New South Wales,$/MWh),79
602,5/5/2019,New South Wales,$/MWh),79
603,7/7/2019,New South Wales,$/MWh),79
604,9/9/2018,New South Wales,$/MWh),79
605,18/10/2020,New South Wales,$/MWh),80
606,19/05/2019,New South Wales,$/MWh),80
607,20/07/2008,New South Wales,$/MWh),80
608,7/1/2018,New South Wales,$/MWh),80
