id,year,State,Unit,Value
2322,1/3/2020,Tasmania,$/MWh),35
2323,10/7/2011,Tasmania,$/MWh),35
2324,12/10/2014,Tasmania,$/MWh),35
2325,13/09/2020,Tasmania,$/MWh),35
2326,15/05/2011,Tasmania,$/MWh),35
2327,15/11/2009,Tasmania,$/MWh),35
2328,15/12/2013,Tasmania,$/MWh),35
2329,17/07/2011,Tasmania,$/MWh),35
2330,19/07/2015,Tasmania,$/MWh),35
2331,2/10/2016,Tasmania,$/MWh),35
2332,2/8/2015,Tasmania,$/MWh),35
2333,20/07/2008,Tasmania,$/MWh),35
2334,22/04/2012,Tasmania,$/MWh),35
2335,25/08/2019,Tasmania,$/MWh),35
2336,25/10/2009,Tasmania,$/MWh),35
2337,26/01/2014,Tasmania,$/MWh),35
2338,27/09/2020,Tasmania,$/MWh),35
2339,29/06/2014,Tasmania,$/MWh),35
2340,31/05/2015,Tasmania,$/MWh),35
2341,5/7/2015,Tasmania,$/MWh),35
2342,6/7/2014,Tasmania,$/MWh),35
2343,6/9/2020,Tasmania,$/MWh),35
2344,7/12/2008,Tasmania,$/MWh),35
2345,7/2/2010,Tasmania,$/MWh),35
2346,17/06/2012,Tasmania,$/MWh),36
2347,18/01/2015,Tasmania,$/MWh),36
2348,24/06/2012,Tasmania,$/MWh),36
2349,25/04/2021,Tasmania,$/MWh),36
2350,25/09/2016,Tasmania,$/MWh),36
2351,27/04/2014,Tasmania,$/MWh),36
2352,29/05/2011,Tasmania,$/MWh),36
2353,30/08/2020,Tasmania,$/MWh),36
2354,5/1/2014,Tasmania,$/MWh),36
2355,5/2/2012,Tasmania,$/MWh),36
2356,5/4/2020,Tasmania,$/MWh),36
2357,6/5/2012,Tasmania,$/MWh),36
2358,8/3/2009,Tasmania,$/MWh),36
2359,8/9/2019,Tasmania,$/MWh),36
2360,1/2/2009,Tasmania,$/MWh),37
2361,1/3/2009,Tasmania,$/MWh),37
2362,10/6/2012,Tasmania,$/MWh),37
2363,15/03/2020,Tasmania,$/MWh),37
2364,15/09/2013,Tasmania,$/MWh),37
2365,17/01/2021,Tasmania,$/MWh),37
2366,19/10/2014,Tasmania,$/MWh),37
2367,22/03/2009,Tasmania,$/MWh),37
2368,23/09/2012,Tasmania,$/MWh),37
2369,24/05/2015,Tasmania,$/MWh),37
2370,25/05/2014,Tasmania,$/MWh),37
2371,27/10/2013,Tasmania,$/MWh),37
2372,29/01/2012,Tasmania,$/MWh),37
2373,30/09/2012,Tasmania,$/MWh),37
2374,30/10/2011,Tasmania,$/MWh),37
2375,30/11/2008,Tasmania,$/MWh),37
2376,7/8/2011,Tasmania,$/MWh),37
2377,8/2/2009,Tasmania,$/MWh),37
2378,8/5/2016,Tasmania,$/MWh),37
2379,11/12/2016,Tasmania,$/MWh),38
2380,12/2/2012,Tasmania,$/MWh),38
2381,13/04/2014,Tasmania,$/MWh),38
2382,15/03/2009,Tasmania,$/MWh),38
2383,15/03/2015,Tasmania,$/MWh),38
2384,19/02/2012,Tasmania,$/MWh),38
2385,23/05/2021,Tasmania,$/MWh),38
2386,26/02/2012,Tasmania,$/MWh),38
2387,29/04/2012,Tasmania,$/MWh),38
2388,7/2/2021,Tasmania,$/MWh),38
2389,7/6/2020,Tasmania,$/MWh),38
2390,8/11/2009,Tasmania,$/MWh),38
2391,9/11/2014,Tasmania,$/MWh),38
2392,9/9/2012,Tasmania,$/MWh),38
2393,11/3/2012,Tasmania,$/MWh),39
2394,14/09/2014,Tasmania,$/MWh),39
2395,15/02/2015,Tasmania,$/MWh),39
2396,2/6/2013,Tasmania,$/MWh),39
2397,20/07/2014,Tasmania,$/MWh),39
2398,22/03/2015,Tasmania,$/MWh),39
2399,22/03/2020,Tasmania,$/MWh),39
2400,25/07/2010,Tasmania,$/MWh),39
2401,28/06/2020,Tasmania,$/MWh),39
2402,29/09/2013,Tasmania,$/MWh),39
2403,3/1/2021,Tasmania,$/MWh),39
2404,4/3/2012,Tasmania,$/MWh),39
2405,4/5/2014,Tasmania,$/MWh),39
2406,6/10/2013,Tasmania,$/MWh),39
2407,8/1/2012,Tasmania,$/MWh),39
2408,8/12/2013,Tasmania,$/MWh),39
2409,8/2/2015,Tasmania,$/MWh),39
2410,10/5/2009,Tasmania,$/MWh),40
2411,11/10/2020,Tasmania,$/MWh),40
2412,11/5/2014,Tasmania,$/MWh),40
2413,13/10/2013,Tasmania,$/MWh),40
2414,15/01/2012,Tasmania,$/MWh),40
2415,18/12/2016,Tasmania,$/MWh),40
2416,20/10/2013,Tasmania,$/MWh),40
2417,20/11/2016,Tasmania,$/MWh),40
2418,25/01/2015,Tasmania,$/MWh),40
2419,26/08/2012,Tasmania,$/MWh),40
2420,26/10/2014,Tasmania,$/MWh),40
2421,28/04/2013,Tasmania,$/MWh),40
2422,29/03/2015,Tasmania,$/MWh),40
2423,3/11/2013,Tasmania,$/MWh),40
2424,6/4/2014,Tasmania,$/MWh),40
2425,6/9/2015,Tasmania,$/MWh),40
2426,7/9/2014,Tasmania,$/MWh),40
2427,8/3/2020,Tasmania,$/MWh),40
2428,8/9/2013,Tasmania,$/MWh),40
2429,14/06/2009,Tasmania,$/MWh),405
2430,1/3/2015,Tasmania,$/MWh),41
2431,1/9/2013,Tasmania,$/MWh),41
2432,12/4/2015,Tasmania,$/MWh),41
2433,16/09/2012,Tasmania,$/MWh),41
2434,17/05/2020,Tasmania,$/MWh),41
2435,19/04/2015,Tasmania,$/MWh),41
2436,21/04/2013,Tasmania,$/MWh),41
2437,21/12/2014,Tasmania,$/MWh),41
2438,23/02/2020,Tasmania,$/MWh),41
2439,23/11/2008,Tasmania,$/MWh),41
2440,23/12/2012,Tasmania,$/MWh),41
2441,29/11/2020,Tasmania,$/MWh),41
2442,6/11/2011,Tasmania,$/MWh),41
2443,6/12/2009,Tasmania,$/MWh),41
2444,9/6/2013,Tasmania,$/MWh),41
2445,10/1/2021,Tasmania,$/MWh),42
2446,11/8/2013,Tasmania,$/MWh),42
2447,12/5/2013,Tasmania,$/MWh),42
2448,12/7/2015,Tasmania,$/MWh),42
2449,13/09/2015,Tasmania,$/MWh),42
2450,16/02/2014,Tasmania,$/MWh),42
2451,16/03/2014,Tasmania,$/MWh),42
2452,19/01/2014,Tasmania,$/MWh),42
2453,2/2/2020,Tasmania,$/MWh),42
2454,2/9/2012,Tasmania,$/MWh),42
2455,20/09/2020,Tasmania,$/MWh),42
2456,20/12/2020,Tasmania,$/MWh),42
2457,21/06/2009,Tasmania,$/MWh),42
2458,21/09/2008,Tasmania,$/MWh),42
2459,21/10/2012,Tasmania,$/MWh),42
2460,22/02/2009,Tasmania,$/MWh),42
2461,23/10/2016,Tasmania,$/MWh),42
2462,30/03/2014,Tasmania,$/MWh),42
2463,30/06/2013,Tasmania,$/MWh),42
2464,4/1/2015,Tasmania,$/MWh),42
2465,4/9/2016,Tasmania,$/MWh),42
2466,8/3/2015,Tasmania,$/MWh),42
2467,9/5/2021,Tasmania,$/MWh),42
2468,10/11/2013,Tasmania,$/MWh),43
2469,14/09/2008,Tasmania,$/MWh),43
2470,16/11/2014,Tasmania,$/MWh),43
2471,19/05/2013,Tasmania,$/MWh),43
2472,23/02/2014,Tasmania,$/MWh),43
2473,24/03/2013,Tasmania,$/MWh),43
2474,26/04/2015,Tasmania,$/MWh),43
2475,1/2/2015,Tasmania,$/MWh),44
2476,12/10/2008,Tasmania,$/MWh),44
2477,14/12/2014,Tasmania,$/MWh),44
2478,16/02/2020,Tasmania,$/MWh),44
2479,16/12/2012,Tasmania,$/MWh),44
2480,17/08/2014,Tasmania,$/MWh),44
2481,22/01/2012,Tasmania,$/MWh),44
2482,3/2/2013,Tasmania,$/MWh),44
2483,31/08/2014,Tasmania,$/MWh),44
2484,9/3/2014,Tasmania,$/MWh),44
2485,1/12/2013,Tasmania,$/MWh),45
2486,10/2/2013,Tasmania,$/MWh),45
2487,13/12/2020,Tasmania,$/MWh),45
2488,14/10/2012,Tasmania,$/MWh),45
2489,15/06/2014,Tasmania,$/MWh),45
2490,2/5/2021,Tasmania,$/MWh),45
2491,22/05/2011,Tasmania,$/MWh),45
2492,23/03/2014,Tasmania,$/MWh),45
2493,24/08/2014,Tasmania,$/MWh),45
2494,25/08/2013,Tasmania,$/MWh),45
2495,27/12/2020,Tasmania,$/MWh),45
2496,30/08/2015,Tasmania,$/MWh),45
2497,4/1/2009,Tasmania,$/MWh),45
2498,4/8/2013,Tasmania,$/MWh),45
2499,8/5/2011,Tasmania,$/MWh),45
2500,8/6/2014,Tasmania,$/MWh),45
2501,9/2/2014,Tasmania,$/MWh),45
2502,13/01/2013,Tasmania,$/MWh),46
2503,14/04/2013,Tasmania,$/MWh),46
2504,15/02/2009,Tasmania,$/MWh),46
2505,16/11/2008,Tasmania,$/MWh),46
2506,17/02/2013,Tasmania,$/MWh),46
2507,19/08/2012,Tasmania,$/MWh),46
2508,24/05/2020,Tasmania,$/MWh),46
2509,26/05/2013,Tasmania,$/MWh),46
2510,28/07/2013,Tasmania,$/MWh),46
2511,5/6/2016,Tasmania,$/MWh),46
2512,7/4/2013,Tasmania,$/MWh),46
2513,2/2/2014,Tasmania,$/MWh),47
2514,23/11/2014,Tasmania,$/MWh),47
2515,28/10/2012,Tasmania,$/MWh),47
2516,31/05/2020,Tasmania,$/MWh),47
2517,11/11/2012,Tasmania,$/MWh),48
2518,15/09/2019,Tasmania,$/MWh),48
2519,31/07/2016,Tasmania,$/MWh),48
2520,10/11/2019,Tasmania,$/MWh),49
2521,15/04/2012,Tasmania,$/MWh),49
2522,15/07/2018,Tasmania,$/MWh),49
2523,17/03/2013,Tasmania,$/MWh),49
2524,19/04/2009,Tasmania,$/MWh),49
2525,2/3/2014,Tasmania,$/MWh),49
2526,22/06/2008,Tasmania,$/MWh),49
2527,24/02/2013,Tasmania,$/MWh),49
2528,27/09/2015,Tasmania,$/MWh),49
2529,4/11/2012,Tasmania,$/MWh),49
2530,4/12/2016,Tasmania,$/MWh),49
2531,6/1/2013,Tasmania,$/MWh),49
2532,7/10/2012,Tasmania,$/MWh),49
2533,1/9/2019,Tasmania,$/MWh),50
2534,12/8/2012,Tasmania,$/MWh),50
2535,17/07/2016,Tasmania,$/MWh),50
2536,19/01/2020,Tasmania,$/MWh),50
2537,21/07/2013,Tasmania,$/MWh),50
2538,22/02/2015,Tasmania,$/MWh),50
2539,30/05/2021,Tasmania,$/MWh),50
2540,31/03/2013,Tasmania,$/MWh),50
2541,7/12/2014,Tasmania,$/MWh),50
2542,1/6/2014,Tasmania,$/MWh),51
2543,18/09/2016,Tasmania,$/MWh),51
2544,18/11/2012,Tasmania,$/MWh),51
2545,2/12/2012,Tasmania,$/MWh),51
2546,23/05/2010,Tasmania,$/MWh),51
2547,30/11/2014,Tasmania,$/MWh),51
2548,5/8/2012,Tasmania,$/MWh),51
2549,9/12/2012,Tasmania,$/MWh),51
2550,17/11/2013,Tasmania,$/MWh),52
2551,2/8/2020,Tasmania,$/MWh),52
2552,27/07/2008,Tasmania,$/MWh),52
2553,28/08/2016,Tasmania,$/MWh),52
2554,4/10/2015,Tasmania,$/MWh),52
2555,5/5/2013,Tasmania,$/MWh),52
2556,5/7/2020,Tasmania,$/MWh),52
2557,9/5/2010,Tasmania,$/MWh),52
2558,15/07/2012,Tasmania,$/MWh),53
2559,15/12/2019,Tasmania,$/MWh),53
2560,22/09/2013,Tasmania,$/MWh),53
2561,24/07/2016,Tasmania,$/MWh),53
2562,24/08/2008,Tasmania,$/MWh),53
2563,24/09/2017,Tasmania,$/MWh),53
2564,7/9/2008,Tasmania,$/MWh),53
2565,8/12/2019,Tasmania,$/MWh),53
2566,1/7/2018,Tasmania,$/MWh),54
2567,10/3/2013,Tasmania,$/MWh),54
2568,11/9/2016,Tasmania,$/MWh),54
2569,12/4/2009,Tasmania,$/MWh),54
2570,15/11/2020,Tasmania,$/MWh),54
2571,18/08/2013,Tasmania,$/MWh),54
2572,25/10/2020,Tasmania,$/MWh),54
2573,31/08/2008,Tasmania,$/MWh),54
2574,7/7/2013,Tasmania,$/MWh),54
2575,1/11/2020,Tasmania,$/MWh),55
2576,18/08/2019,Tasmania,$/MWh),55
2577,23/08/2020,Tasmania,$/MWh),55
2578,27/01/2013,Tasmania,$/MWh),55
2579,29/07/2012,Tasmania,$/MWh),55
2580,3/5/2009,Tasmania,$/MWh),55
2581,11/10/2015,Tasmania,$/MWh),56
2582,16/06/2013,Tasmania,$/MWh),56
2583,20/01/2013,Tasmania,$/MWh),56
2584,22/07/2012,Tasmania,$/MWh),56
2585,3/8/2008,Tasmania,$/MWh),56
2586,15/06/2008,Tasmania,$/MWh),57
2587,24/11/2013,Tasmania,$/MWh),57
2588,25/11/2012,Tasmania,$/MWh),57
2589,3/3/2013,Tasmania,$/MWh),57
2590,9/11/2008,Tasmania,$/MWh),57
2591,17/08/2008,Tasmania,$/MWh),58
2592,17/11/2019,Tasmania,$/MWh),58
2593,18/10/2020,Tasmania,$/MWh),58
2594,19/10/2008,Tasmania,$/MWh),58
2595,20/09/2015,Tasmania,$/MWh),58
2596,24/07/2011,Tasmania,$/MWh),58
2597,8/7/2012,Tasmania,$/MWh),58
2598,1/10/2017,Tasmania,$/MWh),59
2599,2/12/2018,Tasmania,$/MWh),59
2600,8/6/2008,Tasmania,$/MWh),59
2601,9/8/2020,Tasmania,$/MWh),59
2602,18/01/2009,Tasmania,$/MWh),60
2603,26/07/2020,Tasmania,$/MWh),60
2604,8/11/2020,Tasmania,$/MWh),60
2605,12/7/2020,Tasmania,$/MWh),62
2606,22/12/2019,Tasmania,$/MWh),62
2607,26/10/2008,Tasmania,$/MWh),62
2608,8/10/2017,Tasmania,$/MWh),62
2609,8/7/2018,Tasmania,$/MWh),62
2610,10/8/2008,Tasmania,$/MWh),63
2611,11/1/2009,Tasmania,$/MWh),63
2612,2/11/2008,Tasmania,$/MWh),63
2613,5/1/2020,Tasmania,$/MWh),63
2614,14/07/2013,Tasmania,$/MWh),64
2615,16/08/2020,Tasmania,$/MWh),64
2616,18/10/2015,Tasmania,$/MWh),64
2617,14/11/2010,Tasmania,$/MWh),65
2618,19/07/2020,Tasmania,$/MWh),65
2619,21/08/2016,Tasmania,$/MWh),65
2620,21/07/2019,Tasmania,$/MWh),66
2621,23/06/2013,Tasmania,$/MWh),66
2622,20/05/2018,Tasmania,$/MWh),68
2623,10/7/2016,Tasmania,$/MWh),69
2624,17/06/2018,Tasmania,$/MWh),69
2625,22/11/2020,Tasmania,$/MWh),69
2626,27/11/2016,Tasmania,$/MWh),69
2627,23/12/2018,Tasmania,$/MWh),70
2628,24/06/2018,Tasmania,$/MWh),70
2629,25/10/2015,Tasmania,$/MWh),70
2630,30/12/2012,Tasmania,$/MWh),70
2631,5/4/2009,Tasmania,$/MWh),70
2632,14/07/2019,Tasmania,$/MWh),71
2633,15/10/2017,Tasmania,$/MWh),71
2634,12/1/2020,Tasmania,$/MWh),72
2635,17/09/2017,Tasmania,$/MWh),72
2636,18/03/2018,Tasmania,$/MWh),72
2637,24/11/2019,Tasmania,$/MWh),72
2638,1/11/2015,Tasmania,$/MWh),73
2639,17/05/2009,Tasmania,$/MWh),73
2640,8/4/2018,Tasmania,$/MWh),73
2641,1/7/2012,Tasmania,$/MWh),74
2642,10/6/2018,Tasmania,$/MWh),75
2643,13/06/2021,Tasmania,$/MWh),75
2644,15/04/2018,Tasmania,$/MWh),75
2645,18/11/2018,Tasmania,$/MWh),75
2646,6/5/2018,Tasmania,$/MWh),75
2647,12/6/2016,Tasmania,$/MWh),76
2648,13/05/2018,Tasmania,$/MWh),76
2649,25/03/2018,Tasmania,$/MWh),76
2650,1/4/2018,Tasmania,$/MWh),77
2651,30/06/2019,Tasmania,$/MWh),77
2652,7/7/2019,Tasmania,$/MWh),77
2653,16/12/2018,Tasmania,$/MWh),78
2654,26/04/2009,Tasmania,$/MWh),78
2655,27/05/2018,Tasmania,$/MWh),78
2656,27/06/2021,Tasmania,$/MWh),78
2657,29/03/2009,Tasmania,$/MWh),78
2658,29/12/2019,Tasmania,$/MWh),78
2659,3/12/2017,Tasmania,$/MWh),79
2660,8/1/2017,Tasmania,$/MWh),79
2661,8/11/2015,Tasmania,$/MWh),79
2662,13/08/2017,Tasmania,$/MWh),80
2663,29/05/2016,Tasmania,$/MWh),80
2664,31/12/2017,Tasmania,$/MWh),80
2665,9/12/2018,Tasmania,$/MWh),80
2666,24/12/2017,Tasmania,$/MWh),81
2667,10/9/2017,Tasmania,$/MWh),82
2668,12/2/2017,Tasmania,$/MWh),82
2669,22/10/2017,Tasmania,$/MWh),82
2670,29/10/2017,Tasmania,$/MWh),82
2671,3/6/2018,Tasmania,$/MWh),82
2672,7/10/2018,Tasmania,$/MWh),82
2673,9/6/2019,Tasmania,$/MWh),82
2674,21/04/2019,Tasmania,$/MWh),83
2675,4/11/2018,Tasmania,$/MWh),84
2676,21/05/2017,Tasmania,$/MWh),85
2677,22/01/2017,Tasmania,$/MWh),85
2678,29/01/2017,Tasmania,$/MWh),85
2679,18/02/2018,Tasmania,$/MWh),86
2680,19/06/2016,Tasmania,$/MWh),86
2681,3/9/2017,Tasmania,$/MWh),86
2682,12/5/2019,Tasmania,$/MWh),87
2683,25/02/2018,Tasmania,$/MWh),87
2684,7/1/2018,Tasmania,$/MWh),87
2685,11/11/2018,Tasmania,$/MWh),88
2686,6/12/2015,Tasmania,$/MWh),88
2687,11/2/2018,Tasmania,$/MWh),89
2688,12/11/2017,Tasmania,$/MWh),89
2689,15/11/2015,Tasmania,$/MWh),89
2690,26/05/2019,Tasmania,$/MWh),89
2691,27/10/2019,Tasmania,$/MWh),89
2692,31/07/2011,Tasmania,$/MWh),9
2693,14/10/2018,Tasmania,$/MWh),90
2694,15/01/2017,Tasmania,$/MWh),90
2695,5/11/2017,Tasmania,$/MWh),90
2696,11/3/2018,Tasmania,$/MWh),91
2697,13/12/2015,Tasmania,$/MWh),91
2698,22/09/2019,Tasmania,$/MWh),91
2699,26/11/2017,Tasmania,$/MWh),91
2700,3/11/2019,Tasmania,$/MWh),91
2701,19/05/2019,Tasmania,$/MWh),92
2702,22/11/2015,Tasmania,$/MWh),92
2703,29/04/2018,Tasmania,$/MWh),92
2704,31/05/2009,Tasmania,$/MWh),92
2705,4/3/2018,Tasmania,$/MWh),92
2706,1/5/2016,Tasmania,$/MWh),93
2707,21/10/2018,Tasmania,$/MWh),93
2708,28/07/2019,Tasmania,$/MWh),93
2709,29/11/2015,Tasmania,$/MWh),93
2710,25/11/2018,Tasmania,$/MWh),94
2711,14/01/2018,Tasmania,$/MWh),95
2712,19/02/2017,Tasmania,$/MWh),95
2713,22/04/2018,Tasmania,$/MWh),95
2714,4/8/2019,Tasmania,$/MWh),95
2715,6/8/2017,Tasmania,$/MWh),95
2716,1/1/2017,Tasmania,$/MWh),96
2717,29/09/2019,Tasmania,$/MWh),96
2718,4/2/2018,Tasmania,$/MWh),96
2719,23/06/2019,Tasmania,$/MWh),97
2720,5/5/2019,Tasmania,$/MWh),97
2721,11/8/2019,Tasmania,$/MWh),98
2722,20/10/2019,Tasmania,$/MWh),98
2723,28/05/2017,Tasmania,$/MWh),98
2724,30/12/2018,Tasmania,$/MWh),98
2725,20/08/2017,Tasmania,$/MWh),99
2726,26/02/2017,Tasmania,$/MWh),99
2727,3/1/2016,Tasmania,$/MWh),99
2728,5/3/2017,Tasmania,$/MWh),99
2729,11/11/2018,Victoria,$/MWh),100
2730,28/04/2019,Victoria,$/MWh),100
2731,11/6/2017,Victoria,$/MWh),101
2732,13/05/2018,Victoria,$/MWh),101
2733,28/05/2017,Victoria,$/MWh),101
2734,29/12/2019,Victoria,$/MWh),101
2735,20/01/2019,Victoria,$/MWh),1019
2736,14/10/2018,Victoria,$/MWh),102
2737,15/12/2019,Victoria,$/MWh),102
2738,17/02/2019,Victoria,$/MWh),103
2739,25/06/2017,Victoria,$/MWh),103
2740,27/10/2019,Victoria,$/MWh),103
2741,4/6/2017,Victoria,$/MWh),103
2742,5/5/2019,Victoria,$/MWh),103
2743,25/11/2018,Victoria,$/MWh),104
2744,30/12/2012,Victoria,$/MWh),104
2745,2/12/2018,Victoria,$/MWh),105
2746,30/09/2018,Victoria,$/MWh),105
2747,13/06/2021,Victoria,$/MWh),106
2748,17/06/2018,Victoria,$/MWh),107
2749,20/08/2017,Victoria,$/MWh),107
2750,3/6/2018,Victoria,$/MWh),107
2751,1/7/2012,Victoria,$/MWh),108
2752,29/09/2019,Victoria,$/MWh),108
2753,16/04/2017,Victoria,$/MWh),109
2754,26/06/2016,Victoria,$/MWh),109
2755,30/04/2017,Victoria,$/MWh),109
2756,4/8/2019,Victoria,$/MWh),109
2757,23/04/2017,Victoria,$/MWh),110
2758,26/08/2018,Victoria,$/MWh),110
2759,16/07/2017,Victoria,$/MWh),111
2760,26/11/2017,Victoria,$/MWh),111
2761,28/07/2019,Victoria,$/MWh),111
2762,28/10/2018,Victoria,$/MWh),111
2763,31/03/2019,Victoria,$/MWh),111
2764,17/03/2019,Victoria,$/MWh),112
2765,23/07/2017,Victoria,$/MWh),112
2766,2/4/2017,Victoria,$/MWh),113
2767,9/4/2017,Victoria,$/MWh),113
2768,21/01/2018,Victoria,$/MWh),114
2769,3/3/2019,Victoria,$/MWh),114
2770,14/05/2017,Victoria,$/MWh),115
2771,9/12/2018,Victoria,$/MWh),115
2772,19/11/2017,Victoria,$/MWh),116
2773,7/4/2019,Victoria,$/MWh),116
2774,6/10/2019,Victoria,$/MWh),117
2775,15/09/2019,Victoria,$/MWh),119
2776,27/08/2017,Victoria,$/MWh),119
2777,28/01/2018,Victoria,$/MWh),120
2778,19/03/2017,Victoria,$/MWh),122
2779,3/2/2019,Victoria,$/MWh),122
2780,30/07/2017,Victoria,$/MWh),122
2781,9/7/2017,Victoria,$/MWh),122
2782,16/06/2019,Victoria,$/MWh),123
2783,3/7/2016,Victoria,$/MWh),123
2784,26/03/2017,Victoria,$/MWh),126
2785,20/06/2021,Victoria,$/MWh),128
2786,22/09/2019,Victoria,$/MWh),129
2787,5/2/2017,Victoria,$/MWh),129
2788,11/8/2019,Victoria,$/MWh),131
2789,2/9/2018,Victoria,$/MWh),131
2790,2/6/2019,Victoria,$/MWh),134
2791,25/08/2019,Victoria,$/MWh),134
2792,2/7/2017,Victoria,$/MWh),135
2793,7/5/2017,Victoria,$/MWh),138
2794,10/1/2016,Victoria,$/MWh),139
2795,6/12/2020,Victoria,$/MWh),14
2796,29/05/2016,Victoria,$/MWh),144
2797,19/12/2010,Victoria,$/MWh),15
2798,3/1/2021,Victoria,$/MWh),15
2799,13/01/2019,Victoria,$/MWh),158
2800,27/01/2019,Victoria,$/MWh),158
2801,26/12/2010,Victoria,$/MWh),16
2802,5/12/2010,Victoria,$/MWh),16
2803,16/05/2021,Victoria,$/MWh),163
2804,12/12/2010,Victoria,$/MWh),18
2805,14/11/2010,Victoria,$/MWh),18
2806,25/01/2015,Victoria,$/MWh),18
2807,27/12/2020,Victoria,$/MWh),18
2808,31/10/2010,Victoria,$/MWh),18
2809,30/01/2011,Victoria,$/MWh),189
2810,4/2/2018,Victoria,$/MWh),189
2811,21/12/2008,Victoria,$/MWh),19
2812,24/10/2010,Victoria,$/MWh),19
2813,28/11/2010,Victoria,$/MWh),19
2814,28/12/2008,Victoria,$/MWh),19
2815,30/08/2009,Victoria,$/MWh),19
2816,31/01/2021,Victoria,$/MWh),19
2817,8/1/2012,Victoria,$/MWh),19
2818,10/10/2010,Victoria,$/MWh),20
2819,21/11/2010,Victoria,$/MWh),20
2820,25/12/2011,Victoria,$/MWh),20
2821,3/10/2010,Victoria,$/MWh),20
2822,7/11/2010,Victoria,$/MWh),20
2823,12/1/2014,Victoria,$/MWh),204
2824,7/2/2010,Victoria,$/MWh),206
2825,28/03/2010,Victoria,$/MWh),21
2826,4/3/2012,Victoria,$/MWh),21
2827,7/3/2010,Victoria,$/MWh),21
2828,15/03/2015,Victoria,$/MWh),22
2829,16/08/2009,Victoria,$/MWh),22
2830,19/09/2010,Victoria,$/MWh),22
2831,21/02/2021,Victoria,$/MWh),22
2832,23/10/2011,Victoria,$/MWh),22
2833,26/09/2010,Victoria,$/MWh),22
2834,28/02/2021,Victoria,$/MWh),22
2835,6/12/2009,Victoria,$/MWh),22
2836,7/2/2021,Victoria,$/MWh),22
2837,8/2/2009,Victoria,$/MWh),22
2838,25/11/2012,Victoria,$/MWh),221
2839,1/3/2009,Victoria,$/MWh),23
2840,11/7/2010,Victoria,$/MWh),23
2841,12/9/2010,Victoria,$/MWh),23
2842,14/12/2008,Victoria,$/MWh),23
2843,16/10/2011,Victoria,$/MWh),23
2844,17/01/2010,Victoria,$/MWh),23
2845,20/12/2009,Victoria,$/MWh),23
2846,21/03/2010,Victoria,$/MWh),23
2847,26/10/2014,Victoria,$/MWh),23
2848,27/03/2016,Victoria,$/MWh),23
2849,28/02/2010,Victoria,$/MWh),23
2850,29/08/2010,Victoria,$/MWh),23
2851,30/10/2011,Victoria,$/MWh),23
2852,4/4/2010,Victoria,$/MWh),23
2853,5/4/2015,Victoria,$/MWh),23
2854,5/9/2010,Victoria,$/MWh),23
2855,1/11/2015,Victoria,$/MWh),24
2856,11/12/2011,Victoria,$/MWh),24
2857,13/06/2010,Victoria,$/MWh),24
2858,13/09/2009,Victoria,$/MWh),24
2859,16/01/2011,Victoria,$/MWh),24
2860,18/10/2009,Victoria,$/MWh),24
2861,19/10/2014,Victoria,$/MWh),24
2862,2/8/2009,Victoria,$/MWh),24
2863,20/09/2009,Victoria,$/MWh),24
2864,21/12/2014,Victoria,$/MWh),24
2865,22/03/2009,Victoria,$/MWh),24
2866,23/08/2009,Victoria,$/MWh),24
2867,26/06/2011,Victoria,$/MWh),24
2868,27/11/2011,Victoria,$/MWh),24
2869,27/12/2009,Victoria,$/MWh),24
2870,28/06/2009,Victoria,$/MWh),24
2871,29/11/2009,Victoria,$/MWh),24
2872,4/12/2011,Victoria,$/MWh),24
2873,9/8/2009,Victoria,$/MWh),24
2874,13/05/2012,Victoria,$/MWh),25
2875,15/01/2012,Victoria,$/MWh),25
2876,15/08/2010,Victoria,$/MWh),25
2877,18/03/2012,Victoria,$/MWh),25
2878,18/12/2011,Victoria,$/MWh),25
2879,18/12/2016,Victoria,$/MWh),25
2880,19/07/2009,Victoria,$/MWh),25
2881,2/5/2010,Victoria,$/MWh),25
2882,20/03/2011,Victoria,$/MWh),25
2883,20/05/2012,Victoria,$/MWh),25
2884,24/04/2011,Victoria,$/MWh),25
2885,25/09/2011,Victoria,$/MWh),25
2886,25/10/2009,Victoria,$/MWh),25
2887,26/02/2012,Victoria,$/MWh),25
2888,26/04/2020,Victoria,$/MWh),25
2889,26/07/2009,Victoria,$/MWh),25
2890,5/2/2012,Victoria,$/MWh),25
2891,6/3/2011,Victoria,$/MWh),25
2892,6/9/2009,Victoria,$/MWh),25
2893,7/12/2008,Victoria,$/MWh),25
2894,8/3/2009,Victoria,$/MWh),25
2895,1/1/2012,Victoria,$/MWh),26
2896,1/11/2009,Victoria,$/MWh),26
2897,11/1/2015,Victoria,$/MWh),26
2898,11/10/2009,Victoria,$/MWh),26
2899,11/3/2012,Victoria,$/MWh),26
2900,11/4/2010,Victoria,$/MWh),26
2901,12/2/2012,Victoria,$/MWh),26
2902,13/03/2011,Victoria,$/MWh),26
2903,14/03/2021,Victoria,$/MWh),26
2904,19/06/2011,Victoria,$/MWh),26
2905,2/1/2011,Victoria,$/MWh),26
2906,2/10/2011,Victoria,$/MWh),26
2907,2/11/2014,Victoria,$/MWh),26
2908,21/08/2011,Victoria,$/MWh),26
2909,22/02/2009,Victoria,$/MWh),26
2910,22/08/2010,Victoria,$/MWh),26
2911,25/04/2010,Victoria,$/MWh),26
